FDA_PreferredTerm	FDA_UNII	RxNorm_CUI	DrugBank_Name	DrugBank_CUI	ChEBI_CUI
BLOPRESS	S8Q36MD2XX	215458	None	None	CHEBI_3347
3-IODOBENZYLGUANIDINE	35MRW7B4AD	14448	None	None	None
WHITE SWEET CLOVER POLLEN EXTRACT	9L67M8B78R	1014735	None	None	None
ALOSETRON HCL	2F5R1A46YW	85247	None	None	None
ETHYL ACRYLATE AND METHYL METHACRYLATE COPOLYMER (2:1; 750000 MW)	P2OM2Q86BI	1426457	None	None	None
CARNAUBA WAX	R12CBM0EIZ	1307833	None	None	None
HOUSE DUST EXTRACT	EYO007VX98	852519	None	None	None
CYCLOSPORIN A	83HN0GTJ6D	3008	None	None	None
PPG-3 BENZYL ETHER MYRISTATE	8075L58MKO	1314314	None	None	None
CHAETOMIUM GLOBOSUM	5016WB8B8A	466197	None	None	None
ALLERGENIC EXTRACT, FUNGI, ASPERGILLUS FUMIGATUS	X88DF51T48	466192	None	None	None
QUINIDINE GLUCONATE	R6875N380F	35220	None	None	None
PHENINDAMINE TARTRATE	28725X3PV8	221137	None	None	None
METHANDROSTENOLONE	COZ1R7EOCC	6818	None	None	None
ACETIC ACID, CALCIUM SALT	Y882YXF34X	214342	None	None	None
METHYLCELLULOSE (15 CPS)	NPU9M2E6L8	1313699	None	None	None
ETHOTOIN	46QG38NC4U	4136	None	None	CHEBI_4888
TESTRED	V9EFU16ZIF	281615	None	None	CHEBI_27436
ALLERGENIC EXTRACT, WEED, CARELESS	1GH3WV23KH	317197	None	None	None
TRISODIUM CITRATE	1Q73Q2JULR	253204	None	None	None
OENOTHERA BIENNIS SEED EXTRACT	3Q9L08K71N	1437503	None	None	None
POLYETHYLENE GLYCOL 350	ZBR3T82M2V	1368165	None	None	None
PINAVERIUM BROMIDE	7SCF54H12J	54743	None	None	None
PINAVERIUM	U2368VVE7O	33724	None	None	None
QUTENZA	S07O44R1ZM	880803	None	None	None
SODIUM PERBORATE	Y52BK1W96C	36702	None	None	None
BOS TAURUS FRONTAL LOBE	R8970AT87X	1310255	None	None	None
PERIPLANETA AMERICANA	2RQ1L9N089	905258	None	None	None
FLOUNDER	T197LO581X	899746	None	None	None
SUCCINIC ANHYDRIDE	6RF4O17Z8J	1374803	None	None	None
SOPHORA TETRAPTERA FLOWER	071600713P	1435104	None	None	None
FERULIC ACID	AVM951ZWST	1368647	None	None	None
DYCLONINE	078A24Q30O	23744	Dyclonine	DB00645	CHEBI_4724
ALUMINUM OXIDE	LMI26O6933	615	None	None	None
QUAHOG, UNSPECIFIED	226LY0AFR9	892539	None	None	None
RICE ALLERGENIC EXTRACT	659G217HPG	901337	None	None	None
PROLINTANE	EM4YZW677H	34604	None	None	None
PHENOL, 4-(2-AMINOPROPYL)-	FQR280JW2N	7839	None	None	None
CALLUNA VULGARIS FLOWERING TOP	D9PC510CQV	1309749	None	None	None
BETA-ESCIN	QYK0D6H79O	1476	None	None	None
PROBENECID	PO572Z7917	8698	Probenecid	DB01032	None
HEDEOMA PULEGIOIDES	SN66MTE33Q	1353881	None	None	None
FRADIOMYCIN SULFATE	057Y626693	7300	None	None	None
EMEDASTINE	9J1H7Y9OJV	28144	Emedastine	DB01084	CHEBI_4779
ASIAN GINSENG	CUQ3A77YXI	1370774	None	None	None
N-BUTANE	6LV4FOR43R	1310550	None	None	None
PEG 8000	Q662QK8M3B	1307312	None	None	None
PASSIFLORA INCARNATA TOP	CLF5YFS11O	1309979	None	None	None
HYPROMELLOSE 2910 (5 CPS)	R75537T0T4	1300452	None	None	None
FERRIC FERROCYANIDE	TLE294X33A	24902	None	None	None
AZOSEMID	MR40VT1L8Z	18651	None	None	None
