drugbankid	drugbankName	pubchemSubstanceId	pubchemCompoundId
DB07316	N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	99443787	25263223
DB07317	(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one	99443788	44585557
DB07318	N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE	99443789	24941258
DB07319	6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE	99443790	13373715
DB07320	4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID	99443791	9844011
DB07321	2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE	99443792	6102821
DB07322	2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID	99443793	6102685
DB07323	2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID	99443794	6102686
DB07324	3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE	99443795	24832022
DB07325	N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE	99443796	17755582
DB07326	6-chloro-N-pyrimidin-5-yl-3-{[3-(trifluoromethyl)phenyl]amino}-1,2-benzisoxazole-7-carboxamide	99443797	23658582
DB07327	(2-ACETYL-5-METHYLANILINO)(2,6-DIBROMOPHENYL)ACETAMIDE	99443798	446106
DB07328	METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE	99443799	11840913
DB07329	1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID	99443800	445651
DB07330	trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium	99443801	9925908
DB07331	2-(4-NITROPHENYL)ACETIC ACID	99443802	4661
DB07332	ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE	99443803	449080
DB07333	N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE	99443804	4369498
DB07334	N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE	99443805	4369497
DB07335	3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL	99443806	24905143
DB07336	4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL	99443807	5327122
DB07337	4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE	99443808	448533
DB07338	5-[2-CHLORO-4-(TRIFLUOROMETHYL)PHENOXY]-2-NITROBENZOIC ACID	99443809	44073
DB07339	(3S)-3-hydroxy-1-methyl-2,3-dihydro-1H-indole-5,6-dione	99443810	23270857
DB07340	N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine	99443811	210332
DB07341	octyl 3-amino-3-deoxy-2-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)-beta-D-galactopyranoside	99443812	46937064
DB07342	1-(adamantan-1-yl)-2-(1H-imidazol-1-yl)ethanone	99443813	20541332
DB07343	4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE	99443814	448532
DB07344	3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL	99443815	78058
DB07345	4-(2-aminoethyl)-2-cyclohexylphenol	99443816	24748051
DB07346	4-(2-aminoethyl)-2-ethylphenol	99443817	24748050
DB07347	4-(2-AMINOETHYL)BENZENESULFONYL FLUORIDE	99443818	1701
DB07348	1,6,7,8,9,11A,12,13,14,14A-DECAHYDRO-1,13-DIHYDROXY-6-METHYL-4H-CYCLOPENT[F]OXACYCLOTRIDECIN-4-ONE	99443819	5287620
DB07349	(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE	99443820	5287637
DB07350	(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide	99443821	10379137
DB07351	O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE	99443822	16741275
DB07352	5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one	99443823	5280443
DB07353	4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL	99443824	46937065
DB07354	2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM	99443825	5287652
DB07355	3-(heptyloxy)benzoic acid	99443826	14368760
DB07356	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	99443827	11840917
DB07357	4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	99443828	448295
DB07358	2-amino-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide	99443829	9819610
DB07359	3-[(4-fluorophenyl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)-6-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]pyridine-2-carboxamide	99443830	10411846
DB07360	1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea	99443831	24880024
DB07361	1-(3-chlorophenyl)-3-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}urea	99443832	24995524
DB07362	1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea	99443833	15602701
DB07363	THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)	99443834	444607
DB07364	6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	99443835	5326843
DB07365	NAPHTHALEN-2-YL-3-ALANINE	99443836	2724883
DB07366	2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER	99443837	444238
DB07367	(3Z,5S,6R,7S,8S,8aR)-3-(octylimino)hexahydro[1,3]oxazolo[3,4-a]pyridine-5,6,7,8-tetrol	99443838	46937066
DB07368	4-(METHYLSULFONYL)BENZENECARBOXIMIDAMIDE	99443839	199994
DB07369	N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide	99443840	17749728
DB07370	(3Z,5S,6R,7S,8R,8aS)-3-(octylimino)hexahydro[1,3]thiazolo[3,4-a]pyridine-5,6,7,8-tetrol
DB07371	3-(10-METHYL-ANTHRACEN-9-YL)-PROPIONIC ACID	99443842	446967
DB07372	ANTHRACENE	99443843	8418
DB07373	ANDROSTA-1,4-DIENE-3,17-DIONE	99443844	13472
DB07374	ANISOMYCIN	99443845	253602
DB07375	5-BETA-ANDROSTANE-3,17-DIONE	99443846	440114
DB07376	5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID)	99443847	1792
DB07377	N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE	99443848	448285
DB07378	4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	99443849	448297
DB07379	(2S)-2-({6-[(3-AMINO-5-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)-3-METHYLBUTAN-1-OL	99443850	6914609
DB07380	1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)	99443851	124969
DB07381	S-Atrolactic Acid	99443852	445144
DB07382	N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine	99443853	42627755
DB07383	N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE	99443854	445824
DB07384	1-ACETYL-2-CARBOXYPIPERIDINE	99443855	5287692
DB07385	3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE	99443856	5287703
DB07387	3-(BUTYLSULPHONYL)-PROPANOIC ACID	99443858	4290313
DB07388	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	99443859	11149707
DB07389	N-[2-(6-AMINO-4-METHYLPYRIDIN-2-YL)ETHYL]-4-CYANOBENZAMIDE	99443860	10221335
DB07390	2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YL)-UREIDO]-N-METHYL-3-PHENYL-PROPIONAMIDE	99443861	4369084
DB07391	(2S)-2-AMINO-1-(5-TERT-BUTYL-1,3,4-OXADIAZOL-2-YL)PROPAN-1-ONE	99443862	6852125
DB07392	2-CHLORO-4-ISOPROPYLAMINO-6-ETHYLAMINO -1,3,5-TRIAZINE	99443863	2256
DB07393	2-(2-PHENYL-3-PYRIDIN-2-YL-4,5,6,7-TETRAHYDRO-2H-ISOPHOSPHINDOL-1-YL)PYRIDINE	99443864	11505541
DB07394	AUROVERTIN B	99443865	444853
DB07395	4-[3-(2-Chloro-4,5-difluoro-benzoyl)ureido]-3-trifluoromethoxybenzoic acid	99443866	16070039
DB07396	1-{2-[3-(2-Chloro-4,5-difluoro-benzoyl)-ureido]-4-fluoro-phenyl}-piperidine-4-carboxylic acid	99443867	12148754
DB07397	(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide	99443868	25174099
DB07398	2-[(CYCLOPROPYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE	99443869	673481
DB07400	1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE	99443871	444224
DB07401	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE	99443872	3034285
DB07402	AZAPROPAZONE	99443873	46937068
DB07403	4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE	99443874	16741245
DB07404	(1-HYDROXY-1-PHOSPHONO-2-[1,1';3',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID	99443875	16086422
DB07405	1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE	99443876	9886249
DB07406	(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE	99443877	16741237
DB07407	5-(2-METHOXYPHENYL)-2-FUROIC ACID	99443878	776315
DB07408	5-(2-NITROPHENYL)-2-FUROIC ACID	99443879	736027
DB07409	(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID	99443880	16122554
DB07410	[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID	99443881	16122553
DB07411	PHENYLALANINE BORONIC ACID	99443882	46937069
DB07412	1-biphenyl-2-ylmethanamine	99443883	263366
DB07413	5'-S-[2-(decylamino)ethyl]-5'-thioadenosine	99443884	12000133
DB07414	(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one	99443885	46937070
DB07415	4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine	99443886	42628075
DB07416	(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE	99443887	448271
DB07418	bis(4-nitrophenyl) hydrogen phosphate	99443889	255
DB07419	(2S)-3-(4-chloro-3-fluorophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide	99443890	24892822
DB07420	(1R)-4-(3-phenoxyphenyl)-1-phosphonobutane-1-sulfonic acid	99443891	24748047
DB07421	4-{[(1R,2S)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile	99443892	46937071
DB07422	(2S)-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide	99443893	10174090
DB07423	(2S)-3-[4-(acetylamino)phenoxy]-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide	99443894	9824562
DB07424	tripotassium (1R)-4-biphenyl-4-yl-1-phosphonatobutane-1-sulfonate	99443895	46937072
DB07425	{4-[4-hydroxy-3-(1-methylethyl)benzyl]-3,5-dimethylphenoxy}acetic acid	99443896	9862248
DB07426	[1-HYDROXY-2-(1,1':3',1''-TERPHENYL-3-YLOXY)ETHANE-1,1-DIYL]BIS(PHOSPHONIC ACID)	99443897	16122556
DB07427	2-[(2-methoxy-5-methylphenoxy)methyl]pyridine	99443898	44129642
DB07428	4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	99443899	46937073
DB07429	2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid	99443900	1121782
DB07430	(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one	99443901	44631903
DB07431	(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one	99443902	45273683
DB07432	[[(3R,4R,5S,6R)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] N-phenylcarbamate	99443903	11509180
DB07433	(TERT-BUTYLOXYCARBONYL)-ALANYL-AMINO ETHYL-FORMAMIDE	99443904	5287737
DB07434	HONH-BENZYLMALONYL-L-ALANYLGLYCINE-P-NITROANILIDE	99443905	46937074
DB07435	1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE	99443906	5287739
DB07436	N-(1-PHENYL-PROPYL)-FORMAMIDE	99443907	446532
DB07437	1-((2-HYDROXYETHOXY)METHYL)-5-BENZYLPYRIMIDINE-2,4(1H,3H)-DIONE	99443908	54929
DB07439	1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)-6-HYDROXYPYRIMIDINE-2,4(1H,3H)-DIONE	99443910	5287741
DB07440	4-TERT-BUTYLBENZENESULFONIC ACID	99443911	324690
DB07441	3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID	99443912	446965
DB07443	(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide	99443914	42617940
DB07444	6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	99443915	6540255
DB07445	N'-[(1E)-(3,5-DIBROMO-2,4-DIHYDROXYPHENYL)METHYLENE]NICOTINOHYDRAZIDE	99443916	6248837
DB07446	N-(biphenyl-4-ylsulfonyl)-D-leucine	99443917	25271580
DB07447	5-beta-DIHYDROTESTOSTERONE	99443918	11302
DB07448	(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid	99443919	25138289
DB07449	N-[(1S)-1-(AMINOCARBONYL)-4-(ETHANIMIDOYLAMINO)BUTYL]BENZAMIDE	99443920	46937075
DB07450	2[4-BROMO-2-FLUOROPHENYL)METHYL]-6-FLUOROSPIRO[ISOQUINOLINE-4-(1H),3'-PYRROLIDINE]-1,2',3,5'(2H)-TETRONE	99443921	447950
DB07451	1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA	99443922	445332
DB07452	2,6-diamino-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one	99443923	24741806
DB07453	2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE	99443924	11790
DB07454	(R)-3-BROMO-2-HYDROXY-2-METHYL-N-[4-NITRO-3-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE	99443925	5287785
DB07455	N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide	99443926	22489160
DB07456	3-(1H-INDOL-3-YL)-4-(1-{2-[(2S)-1-METHYLPYRROLIDINYL]ETHYL}-1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE	99443927	448943
DB07457	3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE	99443928	2398
DB07458	3-(1H-INDOL-3-YL)-4-{1-[2-(1-METHYLPYRROLIDIN-2-YL)ETHYL]-1H-INDOL-3-YL}-1H-PYRROLE-2,5-DIONE	99443929	448642
DB07459	4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE	99443930	2352168
DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	99443931	9934347
DB07461	3-AMINO-3-BENZYL-9-CARBOXAMIDE[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE	99443932	5287789
DB07462	(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE	99443933	6914595
DB07463	(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(butylsulfanyl)methyl]pyrrolidin-3-ol	99443934	11393519
DB07464	1(R)-1-ACETAMIDO-2-(3-CARBOXY-2-HYDROXYPHENYL)ETHYL BORONIC ACID	99443935	5287794
DB07465	(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile	99443936	11235729
DB07466	(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID	99443937	5287796
DB07467	4-chloro-N-[(2S)-2-methyl-2,3-dihydro-1H-indol-1-yl]-3-sulfamoylbenzamide	99443938	12598931
DB07468	(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	99443939	24178119
DB07469	(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	99443940	24178120
DB07470	(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	99443941	24178121
DB07471	5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE	99443942	11957417
DB07472	(R)-(+)9B-(3-METHYL)PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-5(9BH)-ONE
DB07473	(R)-(+) 5(9BH)-OXO-9B-PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-3-CARBOXYLIC ACID METHYL ESTER
DB07474	3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE
DB07475	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE	99443946	387447
DB07476	N-[4-(AMINOSULFONYL)PHENYL]-2-MERCAPTOBENZAMIDE	99443947	462919
DB07477	BIPHENYL-4-YL-ACETALDEHYDE	99443948	3332
DB07478	1,1'-BIPHENYL-3,4-DIOL	99443949	7075
DB07479	(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL	99443950	5287834
DB07480	4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN	99443951	1757
DB07481	tert-butyl [(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)methyl]carbamate	99443952	25113137
DB07482	(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	99443953	10198228
DB07483	1,1'-BIPHENYL-2-SULFINIC ACID	99443954	9543498
DB07484	(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid	99443955	44176354
DB07485	4,4'-cyclohexane-1,1-diyldiphenol	99443956	232446
DB07486	3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline	99443957	11712628
DB07487	(6-METHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL)METHYLPHOSPHINATE	99443958	5287837
DB07488	{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE	99443959	399618
DB07489	{[4-AMINO-2-(3-CHLOROANILINO)-1,3-THIAZOL-5-YL](4-FLUOROPHENYL)METHANONE	99443960	10062702
DB07490	2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL	99443961	446716
DB07491	5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid	99443962	18432427
DB07492	BROMAMPHENICOL	99443963	25113101
DB07493	(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE	99443964	5287845
DB07494	(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE	99443965	21124461
DB07495	5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE	99443966	5327095
DB07496	1,3-DIPHENYLUREA	99443967	7595
DB07497	5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL	99443968	11840927
DB07498	4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID	99443969	2797541
DB07499	N-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide	99443970	24856354
DB07500	(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	99443971	5321765
DB07501	(2S)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	99443972	445958
DB07502	4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol	99443973	10403821
DB07503	(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE	99443974	5287855
DB07504	(2R)-1-{4-[(4-ANILINO-5-BROMOPYRIMIDIN-2-YL)AMINO]PHENOXY}-3-(DIMETHYLAMINO)PROPAN-2-OL	99443975	445957
DB07505	N-({(3R,4R)-4-[(benzyloxy)methyl]pyrrolidin-3-yl}methyl)-N-(2-methylpropyl)benzenesulfonamide	99443976	25113136
DB07506	L-BENZYLSUCCINIC ACID	99443977	444797
DB07507	2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione	99443978	25134257
DB07508	4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE	99443979	446805
DB07509	difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron	99443980	46937076
DB07510	3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	99443981	23636976
DB07511	4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile	99443982	25113145
DB07512	7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE	99443983	16750123
DB07513	7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE	99443984	11616886
DB07514	3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one	99443985	24812717
DB07515	1-(2-{[(6-AMINO-2-METHYLPYRIDIN-3-YL)METHYL]AMINO}ETHYL)-6-CHLORO-3-[(2,2-DIFLUORO-2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL	99443986	46937077
DB07516	(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	99443987	17749729
DB07517	3-CARBOXY-4-METHYL-5-PROPYL-2-FURANPROPIONIC	99443988	123979
DB07518	(2R)-2-ETHYL-1-HEXANESULFONIC ACID	99443989	5496779
DB07519	(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one	99443990	16040323
